,title,release_date,vote_average,popularity,genres,production_budget,worldwide_gross,studio,profit,release_year,release_month,year_month
0,How to Train Your Dragon,2010-03-26,7.7,28.734,Action,165000000,494870992,P/DW,82435496.0,2010,3,2010-03
0,How to Train Your Dragon,2010-03-26,7.7,28.734,Adventure,165000000,494870992,P/DW,82435496.0,2010,3,2010-03
0,How to Train Your Dragon,2010-03-26,7.7,28.734,Animation,165000000,494870992,P/DW,82435496.0,2010,3,2010-03
1,Iron Man 2,2010-05-07,6.8,28.515,Action,170000000,621156389,Par.,140578194.5,2010,5,2010-05
1,Iron Man 2,2010-05-07,6.8,28.515,Adventure,170000000,621156389,Par.,140578194.5,2010,5,2010-05
1,Iron Man 2,2010-05-07,6.8,28.515,Sci-Fi,170000000,621156389,Par.,140578194.5,2010,5,2010-05
2,Inception,2010-07-16,8.3,27.92,Action,160000000,835524642,WB,257762321.0,2010,7,2010-07
2,Inception,2010-07-16,8.3,27.92,Adventure,160000000,835524642,WB,257762321.0,2010,7,2010-07
2,Inception,2010-07-16,8.3,27.92,Sci-Fi,160000000,835524642,WB,257762321.0,2010,7,2010-07
3,Toy Story 3,2010-06-17,7.7,24.445,Adventure,200000000,1068879522,BV,334439761.0,2010,6,2010-06
3,Toy Story 3,2010-06-17,7.7,24.445,Animation,200000000,1068879522,BV,334439761.0,2010,6,2010-06
3,Toy Story 3,2010-06-17,7.7,24.445,Comedy,200000000,1068879522,BV,334439761.0,2010,6,2010-06
4,Despicable Me,2010-07-09,7.2,23.673,Animation,69000000,543464573,Uni.,202732286.5,2010,7,2010-07
4,Despicable Me,2010-07-09,7.2,23.673,Comedy,69000000,543464573,Uni.,202732286.5,2010,7,2010-07
4,Despicable Me,2010-07-09,7.2,23.673,Family,69000000,543464573,Uni.,202732286.5,2010,7,2010-07
5,Megamind,2010-11-04,6.8,22.855,Action,130000000,321887208,P/DW,30943604.0,2010,11,2010-11
5,Megamind,2010-11-04,6.8,22.855,Animation,130000000,321887208,P/DW,30943604.0,2010,11,2010-11
5,Megamind,2010-11-04,6.8,22.855,Comedy,130000000,321887208,P/DW,30943604.0,2010,11,2010-11
6,The Expendables,2010-08-03,6.1,21.517,Action,82000000,268268174,LGF,52134087.0,2010,8,2010-08
6,The Expendables,2010-08-03,6.1,21.517,Adventure,82000000,268268174,LGF,52134087.0,2010,8,2010-08
6,The Expendables,2010-08-03,6.1,21.517,Thriller,82000000,268268174,LGF,52134087.0,2010,8,2010-08
7,Tangled,2010-11-24,7.5,21.511,Adventure,260000000,586477240,BV,33238620.0,2010,11,2010-11
7,Tangled,2010-11-24,7.5,21.511,Animation,260000000,586477240,BV,33238620.0,2010,11,2010-11
7,Tangled,2010-11-24,7.5,21.511,Comedy,260000000,586477240,BV,33238620.0,2010,11,2010-11
8,The Twilight Saga: Eclipse,2010-06-23,6.0,20.34,Adventure,68000000,706102828,Sum.,285051414.0,2010,6,2010-06
8,The Twilight Saga: Eclipse,2010-06-23,6.0,20.34,Drama,68000000,706102828,Sum.,285051414.0,2010,6,2010-06
8,The Twilight Saga: Eclipse,2010-06-23,6.0,20.34,Fantasy,68000000,706102828,Sum.,285051414.0,2010,6,2010-06
9,The Book of Eli,2010-01-11,6.7,18.985,Action,80000000,158750817,WB,-624591.5,2010,1,2010-01
9,The Book of Eli,2010-01-11,6.7,18.985,Adventure,80000000,158750817,WB,-624591.5,2010,1,2010-01
9,The Book of Eli,2010-01-11,6.7,18.985,Drama,80000000,158750817,WB,-624591.5,2010,1,2010-01
10,Shutter Island,2010-02-18,8.1,18.06,Mystery,80000000,299461782,Par.,69730891.0,2010,2,2010-02
10,Shutter Island,2010-02-18,8.1,18.06,Thriller,80000000,299461782,Par.,69730891.0,2010,2,2010-02
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-10,6.3,17.382,Adventure,155000000,418186950,Fox,54093475.0,2010,12,2010-12
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-10,6.3,17.382,Family,155000000,418186950,Fox,54093475.0,2010,12,2010-12
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-10,6.3,17.382,Fantasy,155000000,418186950,Fox,54093475.0,2010,12,2010-12
12,The A-Team,2010-06-11,6.3,17.097,Action,110000000,177241171,Fox,-21379414.5,2010,6,2010-06
12,The A-Team,2010-06-11,6.3,17.097,Adventure,110000000,177241171,Fox,-21379414.5,2010,6,2010-06
12,The A-Team,2010-06-11,6.3,17.097,Thriller,110000000,177241171,Fox,-21379414.5,2010,6,2010-06
13,The Last Airbender,2010-07-01,4.6,16.595,Action,150000000,319713881,Par.,9856940.5,2010,7,2010-07
13,The Last Airbender,2010-07-01,4.6,16.595,Adventure,150000000,319713881,Par.,9856940.5,2010,7,2010-07
13,The Last Airbender,2010-07-01,4.6,16.595,Family,150000000,319713881,Par.,9856940.5,2010,7,2010-07
14,Predators,2010-07-03,6.1,16.216,Action,40000000,127234389,Fox,23617194.5,2010,7,2010-07
14,Predators,2010-07-03,6.1,16.216,Adventure,40000000,127234389,Fox,23617194.5,2010,7,2010-07
14,Predators,2010-07-03,6.1,16.216,Sci-Fi,40000000,127234389,Fox,23617194.5,2010,7,2010-07
15,The Social Network,2010-10-01,7.2,15.889,Biography,40000000,224922135,Sony,72461067.5,2010,10,2010-10
15,The Social Network,2010-10-01,7.2,15.889,Drama,40000000,224922135,Sony,72461067.5,2010,10,2010-10
16,Robin Hood,2010-05-14,6.3,15.444,Action,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
16,Robin Hood,2010-05-14,6.3,15.444,Adventure,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
16,Robin Hood,2010-05-14,6.3,15.444,Drama,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
17,Robin Hood,2010-05-14,6.3,15.444,Action,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
17,Robin Hood,2010-05-14,6.3,15.444,Adventure,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
17,Robin Hood,2010-05-14,6.3,15.444,Drama,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
18,Robin Hood,2010-05-14,6.3,15.444,Action,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
18,Robin Hood,2010-05-14,6.3,15.444,Drama,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
19,Robin Hood,2010-05-14,6.3,15.444,Action,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
19,Robin Hood,2010-05-14,6.3,15.444,Drama,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
20,Robin Hood,2010-05-14,6.3,15.444,Action,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
20,Robin Hood,2010-05-14,6.3,15.444,Adventure,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
20,Robin Hood,2010-05-14,6.3,15.444,Thriller,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
21,Robin Hood,2010-05-14,6.3,15.444,Action,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
21,Robin Hood,2010-05-14,6.3,15.444,Adventure,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
21,Robin Hood,2010-05-14,6.3,15.444,Thriller,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
24,Robin Hood,2010-05-14,6.3,15.444,Action,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
24,Robin Hood,2010-05-14,6.3,15.444,Adventure,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
24,Robin Hood,2010-05-14,6.3,15.444,History,210000000,322459006,Uni.,-48770497.0,2010,5,2010-05
25,Robin Hood,2010-05-14,6.3,15.444,Action,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
25,Robin Hood,2010-05-14,6.3,15.444,Adventure,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
25,Robin Hood,2010-05-14,6.3,15.444,History,99000000,84747441,Uni.,-56626279.5,2010,5,2010-05
26,Robin Hood,2013-01-31,5.7,0.68,Action,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
26,Robin Hood,2013-01-31,5.7,0.68,Adventure,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
26,Robin Hood,2013-01-31,5.7,0.68,Drama,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
27,Robin Hood,2013-01-31,5.7,0.68,Action,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
27,Robin Hood,2013-01-31,5.7,0.68,Adventure,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
27,Robin Hood,2013-01-31,5.7,0.68,Drama,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
28,Robin Hood,2013-01-31,5.7,0.68,Action,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
28,Robin Hood,2013-01-31,5.7,0.68,Drama,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
29,Robin Hood,2013-01-31,5.7,0.68,Action,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
29,Robin Hood,2013-01-31,5.7,0.68,Drama,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
30,Robin Hood,2013-01-31,5.7,0.68,Action,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
30,Robin Hood,2013-01-31,5.7,0.68,Adventure,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
30,Robin Hood,2013-01-31,5.7,0.68,Thriller,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
31,Robin Hood,2013-01-31,5.7,0.68,Action,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
31,Robin Hood,2013-01-31,5.7,0.68,Adventure,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
31,Robin Hood,2013-01-31,5.7,0.68,Thriller,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
34,Robin Hood,2013-01-31,5.7,0.68,Action,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
34,Robin Hood,2013-01-31,5.7,0.68,Adventure,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
34,Robin Hood,2013-01-31,5.7,0.68,History,210000000,322459006,Uni.,-48770497.0,2013,1,2013-01
35,Robin Hood,2013-01-31,5.7,0.68,Action,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
35,Robin Hood,2013-01-31,5.7,0.68,Adventure,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
35,Robin Hood,2013-01-31,5.7,0.68,History,99000000,84747441,Uni.,-56626279.5,2013,1,2013-01
36,Robin Hood,2018-11-21,5.8,39.975,Action,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
36,Robin Hood,2018-11-21,5.8,39.975,Adventure,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
36,Robin Hood,2018-11-21,5.8,39.975,Drama,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
37,Robin Hood,2018-11-21,5.8,39.975,Action,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
37,Robin Hood,2018-11-21,5.8,39.975,Adventure,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
37,Robin Hood,2018-11-21,5.8,39.975,Drama,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
38,Robin Hood,2018-11-21,5.8,39.975,Action,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
38,Robin Hood,2018-11-21,5.8,39.975,Drama,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
39,Robin Hood,2018-11-21,5.8,39.975,Action,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
39,Robin Hood,2018-11-21,5.8,39.975,Drama,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
40,Robin Hood,2018-11-21,5.8,39.975,Action,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
40,Robin Hood,2018-11-21,5.8,39.975,Adventure,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
40,Robin Hood,2018-11-21,5.8,39.975,Thriller,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
41,Robin Hood,2018-11-21,5.8,39.975,Action,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
41,Robin Hood,2018-11-21,5.8,39.975,Adventure,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
41,Robin Hood,2018-11-21,5.8,39.975,Thriller,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
44,Robin Hood,2018-11-21,5.8,39.975,Action,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
44,Robin Hood,2018-11-21,5.8,39.975,Adventure,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
44,Robin Hood,2018-11-21,5.8,39.975,History,210000000,322459006,Uni.,-48770497.0,2018,11,2018-11
45,Robin Hood,2018-11-21,5.8,39.975,Action,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
45,Robin Hood,2018-11-21,5.8,39.975,Adventure,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
45,Robin Hood,2018-11-21,5.8,39.975,History,99000000,84747441,Uni.,-56626279.5,2018,11,2018-11
46,Shrek Forever After,2010-05-16,6.1,15.041,Adventure,165000000,756244673,P/DW,213122336.5,2010,5,2010-05
46,Shrek Forever After,2010-05-16,6.1,15.041,Animation,165000000,756244673,P/DW,213122336.5,2010,5,2010-05
46,Shrek Forever After,2010-05-16,6.1,15.041,Comedy,165000000,756244673,P/DW,213122336.5,2010,5,2010-05
47,Easy A,2010-09-17,6.8,14.69,Comedy,8000000,76200721,SGem,30100360.5,2010,9,2010-09
47,Easy A,2010-09-17,6.8,14.69,Drama,8000000,76200721,SGem,30100360.5,2010,9,2010-09
47,Easy A,2010-09-17,6.8,14.69,Romance,8000000,76200721,SGem,30100360.5,2010,9,2010-09
48,The Sorcerer's Apprentice,2010-07-13,5.9,14.463,Action,160000000,217986320,BV,-51006840.0,2010,7,2010-07
48,The Sorcerer's Apprentice,2010-07-13,5.9,14.463,Adventure,160000000,217986320,BV,-51006840.0,2010,7,2010-07
48,The Sorcerer's Apprentice,2010-07-13,5.9,14.463,Family,160000000,217986320,BV,-51006840.0,2010,7,2010-07
49,Grown Ups,2010-06-24,6.1,14.291,Comedy,75000000,272223430,Sony,61111715.0,2010,6,2010-06
50,Faster,2010-11-23,6.2,14.172,Action,24000000,35792945,CBS,-6103527.5,2010,11,2010-11
50,Faster,2010-11-23,6.2,14.172,Crime,24000000,35792945,CBS,-6103527.5,2010,11,2010-11
50,Faster,2010-11-23,6.2,14.172,Drama,24000000,35792945,CBS,-6103527.5,2010,11,2010-11
51,The Wolfman,2010-02-12,5.7,14.03,Drama,150000000,142634358,Uni.,-78682821.0,2010,2,2010-02
51,The Wolfman,2010-02-12,5.7,14.03,Fantasy,150000000,142634358,Uni.,-78682821.0,2010,2,2010-02
51,The Wolfman,2010-02-12,5.7,14.03,Horror,150000000,142634358,Uni.,-78682821.0,2010,2,2010-02
52,Unstoppable,2010-11-12,6.4,14.01,Action,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
52,Unstoppable,2010-11-12,6.4,14.01,Thriller,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
53,Unstoppable,2010-11-12,6.4,14.01,Biography,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
53,Unstoppable,2010-11-12,6.4,14.01,Documentary,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
53,Unstoppable,2010-11-12,6.4,14.01,History,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
54,Unstoppable,2010-11-12,6.4,14.01,Documentary,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
55,Unstoppable,2010-11-12,6.4,14.01,Documentary,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
56,Unstoppable,2010-11-12,6.4,14.01,Action,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
56,Unstoppable,2010-11-12,6.4,14.01,Crime,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
57,Unstoppable,2010-11-12,6.4,14.01,Documentary,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
58,Unstoppable,2010-11-12,6.4,14.01,Documentary,95000000,165720921,Fox,-12139539.5,2010,11,2010-11
59,Unstoppable,2013-09-24,1.6,0.6,Action,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
59,Unstoppable,2013-09-24,1.6,0.6,Thriller,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
60,Unstoppable,2013-09-24,1.6,0.6,Biography,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
60,Unstoppable,2013-09-24,1.6,0.6,Documentary,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
60,Unstoppable,2013-09-24,1.6,0.6,History,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
61,Unstoppable,2013-09-24,1.6,0.6,Documentary,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
62,Unstoppable,2013-09-24,1.6,0.6,Documentary,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
63,Unstoppable,2013-09-24,1.6,0.6,Action,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
63,Unstoppable,2013-09-24,1.6,0.6,Crime,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
64,Unstoppable,2013-09-24,1.6,0.6,Documentary,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
65,Unstoppable,2013-09-24,1.6,0.6,Documentary,95000000,165720921,Fox,-12139539.5,2013,9,2013-09
66,Black Swan,2010-12-03,7.6,13.745,Drama,13000000,331266710,FoxS,152633355.0,2010,12,2010-12
66,Black Swan,2010-12-03,7.6,13.745,Thriller,13000000,331266710,FoxS,152633355.0,2010,12,2010-12
67,Centurion,2010-02-15,6.1,13.548,Action,15000000,7885048,Magn.,-11057476.0,2010,2,2010-02
67,Centurion,2010-02-15,6.1,13.548,Adventure,15000000,7885048,Magn.,-11057476.0,2010,2,2010-02
67,Centurion,2010-02-15,6.1,13.548,Drama,15000000,7885048,Magn.,-11057476.0,2010,2,2010-02
68,The Other Guys,2010-08-06,6.2,13.508,Action,100000000,170936470,Sony,-14531765.0,2010,8,2010-08
68,The Other Guys,2010-08-06,6.2,13.508,Comedy,100000000,170936470,Sony,-14531765.0,2010,8,2010-08
68,The Other Guys,2010-08-06,6.2,13.508,Crime,100000000,170936470,Sony,-14531765.0,2010,8,2010-08
69,The Town,2010-09-17,7.1,13.476,Crime,37000000,152566881,WB,39283440.5,2010,9,2010-09
69,The Town,2010-09-17,7.1,13.476,Drama,37000000,152566881,WB,39283440.5,2010,9,2010-09
69,The Town,2010-09-17,7.1,13.476,Thriller,37000000,152566881,WB,39283440.5,2010,9,2010-09
70,The Town,2010-09-17,7.1,13.476,Horror,37000000,152566881,WB,39283440.5,2010,9,2010-09
71,Jonah Hex,2010-06-18,4.6,13.467,Action,47000000,11022696,WB,-41488652.0,2010,6,2010-06
71,Jonah Hex,2010-06-18,4.6,13.467,Drama,47000000,11022696,WB,-41488652.0,2010,6,2010-06
71,Jonah Hex,2010-06-18,4.6,13.467,Fantasy,47000000,11022696,WB,-41488652.0,2010,6,2010-06
72,True Grit,2010-12-22,7.2,13.118,Adventure,35000000,252276928,Par.,91138464.0,2010,12,2010-12
72,True Grit,2010-12-22,7.2,13.118,Drama,35000000,252276928,Par.,91138464.0,2010,12,2010-12
72,True Grit,2010-12-22,7.2,13.118,Western,35000000,252276928,Par.,91138464.0,2010,12,2010-12
73,I Spit on Your Grave,2010-10-08,6.3,13.102,Horror,1750000,1278471,Anch.,-1110764.5,2010,10,2010-10
73,I Spit on Your Grave,2010-10-08,6.3,13.102,Thriller,1750000,1278471,Anch.,-1110764.5,2010,10,2010-10
74,Kick-Ass,2010-04-16,7.1,13.08,Action,28000000,97531134,LGF,20765567.0,2010,4,2010-04
74,Kick-Ass,2010-04-16,7.1,13.08,Comedy,28000000,97531134,LGF,20765567.0,2010,4,2010-04
75,Salt,2010-07-23,6.3,13.025,Action,130000000,290650494,Sony,15325247.0,2010,7,2010-07
75,Salt,2010-07-23,6.3,13.025,Mystery,130000000,290650494,Sony,15325247.0,2010,7,2010-07
75,Salt,2010-07-23,6.3,13.025,Thriller,130000000,290650494,Sony,15325247.0,2010,7,2010-07
76,Salt,2012-08-06,1.0,0.632,Action,130000000,290650494,Sony,15325247.0,2012,8,2012-08
76,Salt,2012-08-06,1.0,0.632,Mystery,130000000,290650494,Sony,15325247.0,2012,8,2012-08
76,Salt,2012-08-06,1.0,0.632,Thriller,130000000,290650494,Sony,15325247.0,2012,8,2012-08
77,Tooth Fairy,2010-01-22,5.3,12.65,Comedy,48000000,112610386,Fox,8305193.0,2010,1,2010-01
77,Tooth Fairy,2010-01-22,5.3,12.65,Family,48000000,112610386,Fox,8305193.0,2010,1,2010-01
77,Tooth Fairy,2010-01-22,5.3,12.65,Fantasy,48000000,112610386,Fox,8305193.0,2010,1,2010-01
78,Tooth Fairy,2010-01-22,5.3,12.65,Horror,48000000,112610386,Fox,8305193.0,2010,1,2010-01
79,Machete,2010-09-03,6.3,12.557,Action,12500000,46370970,Fox,10685485.0,2010,9,2010-09
79,Machete,2010-09-03,6.3,12.557,Crime,12500000,46370970,Fox,10685485.0,2010,9,2010-09
79,Machete,2010-09-03,6.3,12.557,Thriller,12500000,46370970,Fox,10685485.0,2010,9,2010-09
80,Date Night,2010-04-08,6.0,12.498,Comedy,55000000,152269033,Fox,21134516.5,2010,4,2010-04
80,Date Night,2010-04-08,6.0,12.498,Crime,55000000,152269033,Fox,21134516.5,2010,4,2010-04
80,Date Night,2010-04-08,6.0,12.498,Romance,55000000,152269033,Fox,21134516.5,2010,4,2010-04
81,Due Date,2010-11-04,6.3,12.445,Adventure,65000000,211739043,WB,40869521.5,2010,11,2010-11
81,Due Date,2010-11-04,6.3,12.445,Comedy,65000000,211739043,WB,40869521.5,2010,11,2010-11
82,Repo Men,2010-03-19,6.2,12.437,Action,32000000,18195238,Uni.,-22902381.0,2010,3,2010-03
82,Repo Men,2010-03-19,6.2,12.437,Crime,32000000,18195238,Uni.,-22902381.0,2010,3,2010-03
82,Repo Men,2010-03-19,6.2,12.437,Sci-Fi,32000000,18195238,Uni.,-22902381.0,2010,3,2010-03
83,The Karate Kid,2010-06-10,6.3,12.256,Action,40000000,351774938,Sony,135887469.0,2010,6,2010-06
83,The Karate Kid,2010-06-10,6.3,12.256,Drama,40000000,351774938,Sony,135887469.0,2010,6,2010-06
83,The Karate Kid,2010-06-10,6.3,12.256,Family,40000000,351774938,Sony,135887469.0,2010,6,2010-06
84,The Karate Kid,2010-06-10,6.3,12.256,Action,8000000,90815558,Sony,37407779.0,2010,6,2010-06
84,The Karate Kid,2010-06-10,6.3,12.256,Drama,8000000,90815558,Sony,37407779.0,2010,6,2010-06
84,The Karate Kid,2010-06-10,6.3,12.256,Family,8000000,90815558,Sony,37407779.0,2010,6,2010-06
85,Diary of a Wimpy Kid,2010-03-19,6.0,12.256,Comedy,15000000,76954311,Fox,23477155.5,2010,3,2010-03
85,Diary of a Wimpy Kid,2010-03-19,6.0,12.256,Drama,15000000,76954311,Fox,23477155.5,2010,3,2010-03
85,Diary of a Wimpy Kid,2010-03-19,6.0,12.256,Family,15000000,76954311,Fox,23477155.5,2010,3,2010-03
86,The Crazies,2010-02-26,6.2,12.246,Horror,19000000,56445534,Over.,9222767.0,2010,2,2010-02
86,The Crazies,2010-02-26,6.2,12.246,Thriller,19000000,56445534,Over.,9222767.0,2010,2,2010-02
87,Little Fockers,2010-12-21,5.6,12.153,Comedy,100000000,310650574,Uni.,55325287.0,2010,12,2010-12
87,Little Fockers,2010-12-21,5.6,12.153,Romance,100000000,310650574,Uni.,55325287.0,2010,12,2010-12
88,Dear John,2010-02-04,6.8,12.048,Drama,25000000,142033509,SGem,46016754.5,2010,2,2010-02
88,Dear John,2010-02-04,6.8,12.048,Romance,25000000,142033509,SGem,46016754.5,2010,2,2010-02
88,Dear John,2010-02-04,6.8,12.048,War,25000000,142033509,SGem,46016754.5,2010,2,2010-02
89,Leap Year,2010-01-08,6.7,11.821,Comedy,19000000,32618920,Uni.,-2690540.0,2010,1,2010-01
89,Leap Year,2010-01-08,6.7,11.821,Romance,19000000,32618920,Uni.,-2690540.0,2010,1,2010-01
90,Leap Year,2010-01-08,6.7,11.821,Drama,19000000,32618920,Uni.,-2690540.0,2010,1,2010-01
90,Leap Year,2010-01-08,6.7,11.821,Romance,19000000,32618920,Uni.,-2690540.0,2010,1,2010-01
91,Leap Year,2011-06-24,5.6,2.563,Comedy,19000000,32618920,Uni.,-2690540.0,2011,6,2011-06
91,Leap Year,2011-06-24,5.6,2.563,Romance,19000000,32618920,Uni.,-2690540.0,2011,6,2011-06
92,Leap Year,2011-06-24,5.6,2.563,Drama,19000000,32618920,Uni.,-2690540.0,2011,6,2011-06
92,Leap Year,2011-06-24,5.6,2.563,Romance,19000000,32618920,Uni.,-2690540.0,2011,6,2011-06
93,Green Zone,2010-03-11,6.4,11.519,Action,100000000,97523020,Uni.,-51238490.0,2010,3,2010-03
93,Green Zone,2010-03-11,6.4,11.519,Drama,100000000,97523020,Uni.,-51238490.0,2010,3,2010-03
93,Green Zone,2010-03-11,6.4,11.519,Thriller,100000000,97523020,Uni.,-51238490.0,2010,3,2010-03
94,Remember Me,2010-03-12,7.1,11.453,Drama,16000000,56506120,Sum.,12253060.0,2010,3,2010-03
94,Remember Me,2010-03-12,7.1,11.453,Romance,16000000,56506120,Sum.,12253060.0,2010,3,2010-03
95,Remember Me,2010-03-12,7.1,11.453,Comedy,16000000,56506120,Sum.,12253060.0,2010,3,2010-03
96,Remember Me,2010-03-12,7.1,11.453,Comedy,16000000,56506120,Sum.,12253060.0,2010,3,2010-03
96,Remember Me,2010-03-12,7.1,11.453,Drama,16000000,56506120,Sum.,12253060.0,2010,3,2010-03
96,Remember Me,2010-03-12,7.1,11.453,Romance,16000000,56506120,Sum.,12253060.0,2010,3,2010-03
97,Remember Me,2010-03-12,7.1,11.453,Thriller,16000000,56506120,Sum.,12253060.0,2010,3,2010-03
98,127 Hours,2010-11-05,7.0,11.435,Adventure,18000000,60217171,FoxS,12108585.5,2010,11,2010-11
98,127 Hours,2010-11-05,7.0,11.435,Biography,18000000,60217171,FoxS,12108585.5,2010,11,2010-11
98,127 Hours,2010-11-05,7.0,11.435,Drama,18000000,60217171,FoxS,12108585.5,2010,11,2010-11
99,Piranha 3D,2010-08-20,5.3,11.302,Comedy,24000000,83660160,W/Dim.,17830080.0,2010,8,2010-08
99,Piranha 3D,2010-08-20,5.3,11.302,Horror,24000000,83660160,W/Dim.,17830080.0,2010,8,2010-08
100,Edge of Darkness,2010-01-29,6.3,11.252,Crime,60000000,82812456,WB,-18593772.0,2010,1,2010-01
100,Edge of Darkness,2010-01-29,6.3,11.252,Drama,60000000,82812456,WB,-18593772.0,2010,1,2010-01
100,Edge of Darkness,2010-01-29,6.3,11.252,Mystery,60000000,82812456,WB,-18593772.0,2010,1,2010-01
101,Edge of Darkness,2015-11-01,7.0,0.6,Crime,60000000,82812456,WB,-18593772.0,2015,11,2015-11
101,Edge of Darkness,2015-11-01,7.0,0.6,Drama,60000000,82812456,WB,-18593772.0,2015,11,2015-11
101,Edge of Darkness,2015-11-01,7.0,0.6,Mystery,60000000,82812456,WB,-18593772.0,2015,11,2015-11
102,Valentine's Day,2010-02-11,5.8,11.187,Comedy,52000000,217569328,WB (NL),56784664.0,2010,2,2010-02
102,Valentine's Day,2010-02-11,5.8,11.187,Romance,52000000,217569328,WB (NL),56784664.0,2010,2,2010-02
103,The Next Three Days,2010-11-19,7.0,11.147,Action,30000000,67255916,LGF,3627958.0,2010,11,2010-11
103,The Next Three Days,2010-11-19,7.0,11.147,Crime,30000000,67255916,LGF,3627958.0,2010,11,2010-11
103,The Next Three Days,2010-11-19,7.0,11.147,Drama,30000000,67255916,LGF,3627958.0,2010,11,2010-11
